Species,Tree ID,Collector,Date of collection,Date of Initiation,Tube #,Shoot Stage,Base Medium,Antimicrobial,Other addenda,STS date (if applicable),Operator,Rinsed?,Sterilization method,Sterilization,Storage method,Storage,Days stored,Discard Date,Week 1 Status,Week 1 Contam,Week 2 Status,Week 2 Contam.,7/5/23 Status
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,669,4,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,670,4,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,671,4,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,672,4,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,673,4,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,674,4,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in water on bench for 2 days,4,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_rubra,5279,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,675,5,C,BEN + AB,STS,NA,MP,yes,Ben soak for ~2min,3,Trim and sit in water on bench for 2 days,4,6,NA,Green,None,Green,None,growing
Q_rubra,5279,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,676,5,A,BEN + AB,none,NA,MP,yes,Ben soak for ~2min,3,Trim and sit in water on bench for 2 days,4,6,5/2/23,Green,Fungal,Brown,Fungal,fungal discard
Q_rubra,5279,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,677,5,B,PPM,none,NA,MP,yes,Ben soak for ~2min,3,Trim and sit in water on bench for 2 days,4,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_rubra,5279,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,678,5,C,BEN + AB,STS,NA,MP,yes,Ben soak for ~2min,3,Trim and sit in water on bench for 2 days,4,6,NA,Green,None,Green,None,alive
Q_macrocarpa,1336,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,679,3,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,NA,Green/Brown,None,Green/Brown,None,alive
Q_macrocarpa,1336,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,680,3,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Green/Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,1336,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,681,3,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Green/Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,1336,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,682,3,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,5/2/23,Green,Fungal,Green/Brown,Fungal,fungal discard
Q_macrocarpa,1336,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,683,3,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,1336,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,684,3,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,5/2/23,Green/Brown,Fungal,Green/Brown,Fungal,fungal discard
Q_macrocarpa,1687,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,685,3,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,NA,Green,None,Green,None,green bud
Q_macrocarpa,1687,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,686,3,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Green,Fungal,NA,NA,fungal discard
Q_macrocarpa,1687,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,687,3,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,688,3,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,689,3,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,690,3,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,691,3,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,692,3,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal/Bacterial,NA,NA,bacterial/fungal discard
Q_arkansana,11042,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,693,3,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,NA,Green/Brown,None,Green/Brown,None,green bud
Q_arkansana,11042,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,694,3,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,6/9/23,Green/Brown,None,Green/Brown,None,brown discard
Q_arkansana,11042,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,695,3,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,6/1/23,Green/Brown,None,Green/Brown,None,brown discard
Q_arkansana,11042,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,696,3,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_arkansana,11042,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,697,3,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_arkansana,11042,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,698,3,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,NA,Green/Brown,None,Green/Brown,None,alive
Q_arkansana,11042,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,699,3,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,6/9/23,Green/Brown,None,Green/Brown,None,brown discard
Q_arkansana,11042,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,700,3,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_arkansana,11042,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,701,3,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 2 days,3,6,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_arkansana,11046,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,702,4,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,Trim and sit in water on bench for 2 days,4,6,4/25/23,Brown,Fungal/Bacterial,NA,NA,bacterial/fungal discard
Q_arkansana,11046,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,703,4,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in water on bench for 2 days,4,6,NA,Green,None,Green/Brown,None,green bud
Q_arkansana,11046,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,704,4,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in water on bench for 2 days,4,6,NA,Green,None,Green,None,green bud
Q_arkansana,11046,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/17/23,705,4,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,Trim and sit in water on bench for 2 days,4,6,NA,Green/Brown,None,Green/Brown,None,alive
Q_macrocarpa,NA,Janet Backs,4/17/23,4/18/23,706,4,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,NA,Green,None,Green,None,alive
Q_macrocarpa,NA,Janet Backs,4/17/23,4/18/23,707,4,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,5/2/23,Green/Brown,None,Brown,Fungal,fungal discard
Q_macrocarpa,NA,Janet Backs,4/17/23,4/18/23,708,4,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,1,NA,Green/Brown,None,Green/Brown,None,alive
Q_macrocarpa,NA,Janet Backs,4/17/23,4/18/23,709,4,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,NA,Green,None,Green/Brown,None,alive
Q_macrocarpa,NA,Janet Backs,4/17/23,4/18/23,710,4,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,NA,Green,None,Green,None,alive
Q_macrocarpa,NA,Janet Backs,4/17/23,4/18/23,711,3,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,1,NA,Green/Brown,None,Green/Brown,None,alive
Q_macrocarpa,NA,Janet Backs,4/17/23,4/18/23,712,4,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,NA,Green/Brown,None,Green,None,alive
Q_macrocarpa,NA,Janet Backs,4/17/23,4/18/23,713,3,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,NA,Green,None,Green,None,alive
Q_macrocarpa,NA,Janet Backs,4/17/23,4/18/23,714,3,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,1,NA,Green/Brown,None,Green/Brown,None,alive
Q_macrocarpa,NA,Janet Backs,4/17/23,4/18/23,715,4,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,NA,Green/Brown,None,Green/Brown,None,alive
Q_macrocarpa,NA,Janet Backs,4/17/23,4/18/23,716,3,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,NA,Green,None,Green,None,alive
Q_macrocarpa,NA,Janet Backs,4/17/23,4/18/23,717,3,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,1,NA,Green,None,Green,None,alive
Q_macrocarpa,NA,Janet Backs,4/17/23,4/18/23,718,3,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,NA,Green,None,Green,None,alive
Q_macrocarpa,NA,Janet Backs,4/17/23,4/18/23,719,3,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,NA,Green/Brown,None,Green/Brown,None,alive
Q_macrocarpa,NA,Janet Backs,4/17/23,4/18/23,720,3,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,1,NA,Green,None,Green,None,alive
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,721,3,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,722,4,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Bacterial,NA,NA,bacterial discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,723,3,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,724,3,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,725,4,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,726,3,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,727,3,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,728,4,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,729,4,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,730,4,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,731,4,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,732,4,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,733,4,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,734,4,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Green/Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,735,4,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,736,4,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,737,4,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,738,4,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Green/Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,739,4,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,740,4,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,741,4,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,Lauritzen #1,Jim Locklear - Lauritzen Gardens,4/17/23,4/18/23,742,4,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,1,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,800,4,A,BEN + AB,none,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,4/25/23,Green/Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,801,4.5,B,PPM,none,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,4/25/23,Green/Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,802,3,C,BEN + AB,STS,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,4/25/23,Green/Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,803,3,A,BEN + AB,none,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,4/25/23,Green/Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,804,3,B,PPM,none,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,5/24/23,Green,None,Green/Brown,None,brown discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,805,4,C,BEN + AB,STS,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,5/2/23,Green/Brown,None,Green/Brown,Bacterial,bacterial discard
Q_macrocarpa,4484,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,806,3,A,BEN + AB,none,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,1687,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,807,4.5,B,PPM,none,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,4/25/23,Green/Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,1687,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,808,4.5,C,BEN + AB,STS,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,4/25/23,Green/Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,1687,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,809,4.5,A,BEN + AB,none,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,NA,Green/Brown,None,Green/Brown,None,alive
Q_macrocarpa,1687,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,810,4,B,PPM,none,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,1687,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,811,4.5,C,BEN + AB,STS,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,1687,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,812,4,A,BEN + AB,none,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,NA,Green/Brown,None,Green/Brown,None,alive
Q_macrocarpa,1687,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,813,4,B,PPM,none,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,NA,Green,None,Green/Brown,None,alive
Q_macrocarpa,1687,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,814,4,C,BEN + AB,STS,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,5/2/23,Green,Fungal,Brown,Fungal,fungal discard
Q_macrocarpa,1687,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,815,4,A,BEN + AB,none,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,6/1/23,Green/Brown,None,Green/Brown,None,brown discard
Q_macrocarpa,1687,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,816,3,B,PPM,none,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in water on bench for 3 days,4,7,4/25/23,Green/Brown,Fungal,NA,NA,fungal discard
Q_rubra,5279,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,817,5,C,BEN + AB,STS,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 3 days,3,7,NA,Green/Brown,None,Green,None,green bud
Q_rubra,5279,Michael Garrett - Bellefontaine Cemetery,4/11/23,4/18/23,818,5,A,BEN + AB,none,NA,MHW,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 3 days,3,7,5/9/23,Green,Bacterial,Green/Brown,Bacterial,bacterial discard
Q_arkansana,2017-3039-2,Molly Rooney - MoBot,4/16/23,4/18/23,819,5,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 3 days,3,2,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_oglethorpensis,2017-2895-3,Molly Rooney - MoBot,4/13/23,4/18/23,820,3,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 3 days,3,5,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_oglethorpensis,2017-2895-3,Molly Rooney - MoBot,4/13/23,4/18/23,821,4,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 3 days,3,5,4/25/23,Brown,Fungal,NA,NA,fungal discard
Q_macrocarpa,NA,Megan Philpott,4/19/23,4/19/23,822,5,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,0,NA,Green/Brown,None,Green/Brown,None,alive
Q_macrocarpa,NA,Megan Philpott,4/19/23,4/19/23,823,5,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,0,NA,Green/Brown,None,Green/Brown,None,alive
Q_macrocarpa,NA,Megan Philpott,4/19/23,4/19/23,824,5,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,0,NA,Green/Brown,None,Green/Brown,None,alive
Q_macrocarpa,NA,Megan Philpott,4/19/23,4/19/23,825,5,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,0,NA,Green/Brown,None,Green/Brown,None,alive
Q_macrocarpa,NA,Megan Philpott,4/19/23,4/19/23,826,5,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,0,NA,Green,None,Green,None,alive
Q_macrocarpa,NA,Megan Philpott,4/19/23,4/19/23,827,5,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,0,NA,Green/Brown,None,Green/Brown,None,alive
Q_macrocarpa,NA,Megan Philpott,4/19/23,4/19/23,828,5,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,0,NA,Green,None,Green,None,alive
Q_macrocarpa,NA,Megan Philpott,4/19/23,4/19/23,829,4,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,0,NA,Green,None,Green,None,alive
Q_macrocarpa,NA,Megan Philpott,4/19/23,4/19/23,830,5,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,0,6/9/23,Green,None,Green,None,bacterial discard
Q_macrocarpa,NA,Megan Philpott,4/19/23,4/19/23,831,5,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,none,1,0,6/28/23,Green,None,Green,None,brown discard
Q_macrocarpa,NA,Megan Philpott,4/19/23,4/19/23,832,5,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,none,1,0,6/28/23,Green/Brown,None,Green/Brown,None,brown discard
Q_macrocarpa,NA,Megan Philpott,4/19/23,4/19/23,833,5,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,none,1,0,6/9/23,Green/Brown,None,Green/Brown,None,bacterial discard
Q_georgiana,2018-1744-3,Molly Rooney - MoBot,4/13/23,4/19/23,834,4,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in water on bench for 4 days,4,6,4/26/23,Brown,Fungal,NA,NA,fungal discard
Q_georgiana,2018-1744-3,Molly Rooney - MoBot,4/13/23,4/19/23,835,4,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in water on bench for 4 days,4,6,4/26/23,Brown,Fungal,NA,NA,fungal discard
Q_oglethorpensis,2017-2894-2,Molly Rooney - MoBot,4/13/23,4/19/23,836,3,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 4 days,3,6,4/26/23,Brown,Fungal,NA,NA,fungal discard
Q_oglethorpensis,2017-2894-2,Molly Rooney - MoBot,4/13/23,4/19/23,837,3,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 4 days,3,6,4/26/23,Green/Brown,Fungal,NA,NA,fungal discard
Q_oglethorpensis,2017-2894-2,Molly Rooney - MoBot,4/13/23,4/19/23,838,3,C,BEN + AB,STS,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 4 days,3,6,4/26/23,Green/Brown,Fungal,NA,NA,fungal discard
Q_oglethorpensis,2017-2894-2,Molly Rooney - MoBot,4/13/23,4/19/23,839,3,A,BEN + AB,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 4 days,3,6,4/26/23,Brown,Fungal,NA,NA,fungal discard
Q_oglethorpensis,2017-2894-2,Molly Rooney - MoBot,4/13/23,4/19/23,840,3,B,PPM,none,NA,MP,no,Ben soak for ~2min,3,Trim and sit in Ben on bench for 4 days,3,6,4/26/23,Brown,Fungal,NA,NA,fungal discard
